show_id,type,title,director_id,country,date_added,release_year,rating,duration,description
7539,TV Show,My Hotter Half,,United Kingdom,2019-07-22,2017,TV-PG,1 Season,"Couples compete to see who can take the sexiest selfie, with the loser getting a much-needed makeover."
7540,Movie,My Life as a Zucchini,33617,"Switzerland, France",2017-10-01,2016,PG-13,68 min,"A 9-year-old boy finds his life upended when he's sent to live in an orphanage in this stop-motion animated tale of loss, friendship and young love."
7541,TV Show,My Life My Story,,,2017-11-01,2017,TV-14,1 Season,"Host RJ Anmol conducts in-depth interviews with prominent Indian celebrities, who share the stories that lie behind their successes and failures."
7542,Movie,My Little Pony Equestria Girls: Friendship Games,,"United States, Canada",2015-12-01,2015,TV-Y,72 min,"Rainbow Dash, Applejack and friends compete against Crystal Prep Academy and their lead athlete, this world's Twilight Sparkle, in sporting events."
7543,Movie,My Little Pony Equestria Girls: Rainbow Rocks,,"United States, Canada",2014-12-17,2014,TV-Y,73 min,"Rainbow Dash, Applejack, Pinkie Pie, Rarity and Fluttershy plan to perform with their new band at the Canterlot High musical showcase."
7544,Movie,My Only Mother,23623,,2019-03-04,2013,TV-14,104 min,"After the untimely demise of her first three husbands, a stoic single mom is left to raise twelve children on her own and provide for her big family."
7545,Movie,"My Schoolmate, the Barbarian",,Hong Kong,2018-08-16,2001,TV-14,90 min,"A brainy private school student is transferred to a far less elite institution, where he must fend off classmates who settle scores with fistfights."
7546,Movie,My Scientology Movie,21830,United Kingdom,2017-07-13,2015,TV-MA,99 min,"After speaking with former Scientology members and being stonewalled by higher-ups, filmmaker Louis Theroux hires actors to re-create alleged events."
7547,Movie,My Sister's Keeper,37544,United States,2019-09-01,2009,PG-13,109 min,A former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11-year-old daughter.
7548,TV Show,My Tattoo Addiction,,United Kingdom,2019-02-01,2013,TV-MA,1 Season,Ink junkies dig skin deep and share personal stories about their collection of body art.
7549,Movie,My True Friend,27467,Thailand,2018-07-25,2012,TV-MA,108 min,A bullied student forms a bond with the leader of a youth gang and discovers the power and meaning of true friendship.
7550,Movie,My Week with Marilyn,14960,"United Kingdom, United States",2019-05-30,2011,R,99 min,"While filming a movie in England, Hollywood icon Marilyn Monroe slips away with a young Brit for a week of self-discovery and frivolity."
7551,Movie,My Wife and My Wifey,87,,2019-04-18,2014,TV-14,99 min,A man finds his marriage to a dedicated women's rights activist facing some unexpected challenges over her commitment to the cause.
7552,TV Show,Mystery Science Theater 3000,,United States,2018-03-15,1999,TV-14,1 Season,Hosts Joel and Mike and their robot companions offer hilarious running commentary on B movies they're forced to watch in these classic MST3K episodes.
7553,Movie,Mythily Veendum Varunnu,21924,India,2018-08-01,2017,TV-PG,88 min,"After losing her father, a young woman moves to the city to earn money. When she finds a job at a mysterious bungalow, her worst nightmares come true."
7554,Movie,Nacho Libre,26662,"United States, Mexico",2019-11-01,2006,PG,92 min,"When Ignacio learns of an orphanage's financial woes, he pitches in to help – by disguising himself and joining the professional wrestling circuit."
7555,Movie,Naga The Eternal Yogi,,"Italy, India",2017-02-05,2016,TV-PG,73 min,"This documentary examines the naked yoga gurus of India whose devout spiritual practice connects them to the eternal, transcending the material world."
7556,Movie,Nails,38678,Ireland,2018-03-10,2017,TV-MA,85 min,"Recently paralyzed in a devastating car accident, Dana begins to suspect a dark and sinister force may be lurking within her hospital room."
7557,Movie,Naledi: A Baby Elephant's Tale,,"United States, Botswana",2020-05-28,2016,TV-PG,91 min,Scientists and animal keepers fight to save an orphaned baby elephant at a rescue camp in Botswana while struggling to defend its entire species.
7558,Movie,Namak Halaal,39299,India,2019-12-31,1982,TV-14,171 min,"While loyally defending his boss from mobsters trying to kill him, a naive, hotel bellboy discovers the family he never knew he had."
7559,Movie,Namour,28427,United States,2017-03-15,2016,NR,80 min,"Aimless valet driver Steven Bassem can't find the motivation to get a better job, even when his fractious immigrant family starts falling apart."
7560,Movie,Naruto Shippuden : Blood Prison,6002,Japan,2017-09-01,2011,TV-14,102 min,"Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed."
7561,Movie,Natalia Valdebenito: Gritona,5195,United States,2017-11-10,2017,TV-MA,76 min,"Chile's Natalia Valdebenito hits Santiago's Teatro Caupolicán with a one-woman show steeped in irony, a dash of improv and her own personal style."
7562,Movie,National Bird,30673,United States,2017-05-08,2016,TV-MA,92 min,"Three former military operatives offer disturbing, firsthand accounts of the deadly impact that U.S. drone warfare has had on civilians overseas."
7563,Movie,National Lampoon's Loaded Weapon 1,26039,,2019-11-01,1993,PG-13,82 min,"In this parody of the Lethal Weapon franchise, criminals murder a detective and steal her prized evidence: microfilm with a recipe for cocaine cookies. Luckily, loose-cannon cop Jack Colt and his by-the-book partner, Wes Luger, are on the case."
7564,Movie,National Parks Adventure,9254,United States,2018-02-01,2016,TV-G,42 min,"Narrated by Robert Redford, this documentary tours the awe-inspiring landscapes, historic sites and untamed wilderness of America's great parks."
7565,Movie,National Treasure,36349,United States,2018-06-01,2004,PG,131 min,"Modern treasure hunters search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin."
7566,Movie,Natsamrat - Asa Nat Hone Nahi,36212,India,2018-06-01,2016,TV-14,165 min,"A veteran Shakespearean actor steps off the stage and into the painful tragedy of old age, facing ungrateful family and his fleeting legacy."
7567,Movie,Natural Born Pranksters,,United States,2016-09-15,2016,R,91 min,"The biggest pranksters on YouTube – VitalyzdTV, Dennis Roady and Roman Atwood – turn Hollywood into ""Prankwood"" with their most over-the-top stunts."
7568,Movie,Natural Selection,30251,United States,2016-12-01,2015,R,101 min,"As the new kid, a shy high school senior finds himself tormented by all his peers except one. But his new friend has a dark, infectious outlook."
7569,TV Show,Nature: Animals With Cameras,,"United Kingdom, United States",2018-10-01,2018,TV-PG,1 Season,"With custom-built cameras attached to their bodies, animals from nine species offer a rare and intimate glimpse into their lives."
7570,TV Show,NATURE: Natural Born Hustlers,,United States,2017-03-01,2016,TV-G,1 Season,"Sometimes being shady is the only way to survive, a fact these sneaky animal ""hustlers"" – including orcas, owls and otters – use to their advantage."
7571,Movie,Nature: Raising the Dinosaur Giant,,United States,2017-03-01,2016,TV-G,53 min,Sir David Attenborough examines a recently discovered collection of dinosaur fossils. CGI and 3-D scans reveal what the beast may have looked like.
7572,TV Show,Nature's Great Events (2009),,"United States, United Kingdom",2015-10-10,2009,TV-PG,1 Season,"This series looks at how seasonal changes cause shifting weather patterns and ocean currents, creating the conditions for spectacular wildlife events."
7573,TV Show,Nature's Great Events: Diaries,,"United States, United Kingdom",2015-04-22,2009,TV-PG,1 Season,Look behind the scenes of this wildlife documentary series that examines how animals around the world adapt to chaotic natural phenomena.
7574,TV Show,Nature's Great Race,,United Kingdom,2017-10-01,2016,TV-PG,1 Season,"Epic footage captures three of the world's most significant land migrations, following elephants, caribou and zebras on their treacherous journeys."
7575,TV Show,Nature's Weirdest Events,,United Kingdom,2019-09-01,2015,TV-PG,3 Seasons,"Host Chris Packham examines bizarre natural phenomena from around the globe, from strange creatures to geographical oddities."
7576,Movie,Nazi Concentration Camps,24398,United States,2017-03-31,1945,TV-MA,59 min,"Shocking footage shows Nazi concentration camps after liberation, including Buchenwald and Ohrdruf, where Gen. Eisenhower ordered local Nazis to tour."
7577,TV Show,Nazi Mega Weapons,,United States,2017-03-01,2016,TV-PG,3 Seasons,"This documentary series examines Nazi Germany's military hardware, defenses and technology, including fortifications, U-boats and ballistic missiles."
7578,Movie,Neruda,28332,"Chile, Argentina, France, Spain, United States",2017-06-26,2016,R,108 min,"When a Chilean policeman vows to find and capture leftist poet Pablo Neruda, a game of cat and mouse ensues that tests both their wills."
7579,Movie,Never Heard,7199,United States,2019-02-15,2018,TV-PG,89 min,"As his father sits behind bars, a young man is lured into Los Angeles' merciless drug world and forced to choose between God and gang life."
7580,Movie,New York Minute,23737,United States,2020-01-01,2004,PG,91 min,"When bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble."
7581,Movie,Newtown,21313,United States,2017-04-07,2016,NR,84 min,"This intimate portrait sheds light on the trauma experienced and strength displayed by those affected by the 2012 massacre in Newtown, Connecticut."
7582,Movie,Next,32291,United States,2019-07-01,2007,PG-13,96 min,Las Vegas magician Cris can see a few minutes into the future and an FBI agent wants his help thwarting a nuclear attack.
7583,Movie,Nibunan,7066,India,2018-05-01,2017,TV-14,124 min,"With numbers written on a doll as their only clue, three officers of the law track down a psychotic killer, unearthing dark secrets along the way."
7584,Movie,Night Comes On,35707,United States,2020-08-27,2018,TV-MA,87 min,A teen fresh out of juvenile detention tries to rescue her sister from foster care in order to exact revenge on their father for their mother's murder.
7585,Movie,Night Moves,2200,United States,2019-06-30,2013,R,113 min,A pair of young environmentalists enlist the help of an ex-military explosives expert to carry out a dangerous act of eco-terrorism.
7586,Movie,Nightcrawler,18048,United States,2020-08-10,2014,R,118 min,A young hustler finds success trolling the streets of Los Angeles to film disasters and death. But the darkness he captures starts to take hold of him.
7587,TV Show,"Nightmare Tenants, Slum Landlords",,,2019-07-12,2016,TV-MA,2 Seasons,The ongoing housing crisis in Britain has led to an increased number of nasty conflicts between fed-up landlords and exasperated tenants.
7588,Movie,Nights in Rodanthe,14889,"United States, Australia",2019-07-01,2008,PG-13,97 min,"When a hurricane hits a coastal North Carolina inn and strands the only guest, surgeon Paul Flanner, a young woman's life changes forever."
7589,TV Show,Ninja Hattori,,Japan,2018-12-23,1981,TV-Y7,1 Season,"Elementary school student Kenichi Mitsuba's household gains a surprising new member: Kanzo Hattori, a mischievous but helpful young ninja."
7590,TV Show,Ninja Turtles: The Next Mutation,,"Canada, United States",2016-01-01,1997,TV-G,1 Season,Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.
